name,latitude,longitude,description,address,phone,url,Medical marijuana available beginning:,Open on:,Product available as of 10/28/2025:,Address,City,State,Zip Code,Phone number,Website
Trulieve - Camp Hill,,,Medical marijuana available beginning:: 10/14/20 Open on:: 10/14/20 Product available as of 10/28/2025:: Yes Address: 3401 Hartzdale Drive City: Camp Hill State: Pennsylvania Zip Code: 17011 Phone number: 570-273-8701 Website: https://www.trulieve.com/,"Medical marijuana available beginning:: 10/14/20, Open on:: 10/14/20, Product available as of 10/28/2025:: Yes, Address: 3401 Hartzdale Drive, City: Camp Hill, State: Pennsylvania, Zip Code: 17011, Phone number: 570-273-8701, Website: https://www.trulieve.com/",570-273-8701,https://www.trulieve.com/,10/14/20,10/14/20,Yes,3401 Hartzdale Drive,Camp Hill,Pennsylvania,17011,570-273-8701,https://www.trulieve.com/
Ayr Wellness - New Castle,,,Medical marijuana available beginning:: 10/16/20 Open on:: 10/16/20 Product available as of 10/28/2025:: Yes Address: 809 Sampson Street City: New Castle State: Pennsylvania Zip Code: 16101 Phone number: 724-652-1010 Website: www.ayr-wellness.com,"Medical marijuana available beginning:: 10/16/20, Open on:: 10/16/20, Product available as of 10/28/2025:: Yes, Address: 809 Sampson Street, City: New Castle, State: Pennsylvania, Zip Code: 16101, Phone number: 724-652-1010, Website: www.ayr-wellness.com",724-652-1010,,10/16/20,10/16/20,Yes,809 Sampson Street,New Castle,Pennsylvania,16101,724-652-1010,www.ayr-wellness.com
Ethos - Wilkes Barre,,,Medical marijuana available beginning:: 10/21/20 Open on:: 10/21/20 Product available as of 10/28/2025:: Yes Address: 326 Bear Creek Commons City: Wilkes-Barre State: Pennsylvania Zip Code: 18702 Phone number: 570-800-2385 Website: www.ethospa.com,"Medical marijuana available beginning:: 10/21/20, Open on:: 10/21/20, Product available as of 10/28/2025:: Yes, Address: 326 Bear Creek Commons, City: Wilkes-Barre, State: Pennsylvania, Zip Code: 18702, Phone number: 570-800-2385, Website: www.ethospa.com",570-800-2385,,10/21/20,10/21/20,Yes,326 Bear Creek Commons,Wilkes-Barre,Pennsylvania,18702,570-800-2385,www.ethospa.com
RISE - Monroeville,,,Medical marijuana available beginning:: 10/21/20 Open on:: 10/21/20 Product available as of 10/28/2025:: Yes Address: 3838 William Penn Highway City: Monroeville State: Pennsylvania Zip Code: 15146 Phone number: 412-516-9096 Website: www.risedispensaries.com,"Medical marijuana available beginning:: 10/21/20, Open on:: 10/21/20, Product available as of 10/28/2025:: Yes, Address: 3838 William Penn Highway, City: Monroeville, State: Pennsylvania, Zip Code: 15146, Phone number: 412-516-9096, Website: www.risedispensaries.com",412-516-9096,,10/21/20,10/21/20,Yes,3838 William Penn Highway,Monroeville,Pennsylvania,15146,412-516-9096,www.risedispensaries.com
Ethos - Fayette (Pittsburg),,,Medical marijuana available beginning:: 11/24/20 Open on:: 11/24/20 Product available as of 10/28/2025:: Yes Address: 470 Home Drive City: Pittsburgh State: Pennsylvania Zip Code: 15275 Phone number: 412-664-5402 Website: www.ethospa.com,"Medical marijuana available beginning:: 11/24/20, Open on:: 11/24/20, Product available as of 10/28/2025:: Yes, Address: 470 Home Drive, City: Pittsburgh, State: Pennsylvania, Zip Code: 15275, Phone number: 412-664-5402, Website: www.ethospa.com",412-664-5402,,11/24/20,11/24/20,Yes,470 Home Drive,Pittsburgh,Pennsylvania,15275,412-664-5402,www.ethospa.com
Zen Leaf - Harrisburg,,,Medical marijuana available beginning:: 12/2/20 Open on:: 12/2/20 Product available as of 10/28/2025:: Yes Address: 137 S. 17th Street City: Harrisburg State: Pennsylvania Zip Code: 17104 Phone number: 717-794-7064 Website: https://zenleafdispensaries.com/dispensary/zen-leaf-harrisburg/,"Medical marijuana available beginning:: 12/2/20, Open on:: 12/2/20, Product available as of 10/28/2025:: Yes, Address: 137 S. 17th Street, City: Harrisburg, State: Pennsylvania, Zip Code: 17104, Phone number: 717-794-7064, Website: https://zenleafdispensaries.com/dispensary/zen-leaf-harrisburg/",717-794-7064,https://zenleafdispensaries.com/dispensary/zen-leaf-harrisburg/,12/2/20,12/2/20,Yes,137 S. 17th Street,Harrisburg,Pennsylvania,17104,717-794-7064,https://zenleafdispensaries.com/dispensary/zen-leaf-harrisburg/
Zen Leaf - York,,,Medical marijuana available beginning:: 12/16/20 Open on:: 12/16/20 Product available as of 10/28/2025:: Yes Address: 890 Loucks Road City: York State: Pennsylvania Zip Code: 17404 Phone number: 717-794-7064 Website: https://zenleafdispensaries.com/dispensary/zen-leaf-york/,"Medical marijuana available beginning:: 12/16/20, Open on:: 12/16/20, Product available as of 10/28/2025:: Yes, Address: 890 Loucks Road, City: York, State: Pennsylvania, Zip Code: 17404, Phone number: 717-794-7064, Website: https://zenleafdispensaries.com/dispensary/zen-leaf-york/",717-794-7064,https://zenleafdispensaries.com/dispensary/zen-leaf-york/,12/16/20,12/16/20,Yes,890 Loucks Road,York,Pennsylvania,17404,717-794-7064,https://zenleafdispensaries.com/dispensary/zen-leaf-york/
Verilife - Chester,,,"Medical marijuana available beginning:: 12/17/20 Open on:: 12/17/20 Product available as of 10/28/2025:: Yes Address: 875 Upland Avenue, Unit 55 City: Chester State: Pennsylvania Zip Code: 19013 Phone number: 610-245-5610 Website: www.verilife.com/pa","Medical marijuana available beginning:: 12/17/20, Open on:: 12/17/20, Product available as of 10/28/2025:: Yes, Address: 875 Upland Avenue, Unit 55, City: Chester, State: Pennsylvania, Zip Code: 19013, Phone number: 610-245-5610, Website: www.verilife.com/pa",610-245-5610,,12/17/20,12/17/20,Yes,"875 Upland Avenue, Unit 55",Chester,Pennsylvania,19013,610-245-5610,www.verilife.com/pa
Ethos - Hazleton,,,Medical marijuana available beginning:: 12/18/20 Open on:: 12/18/20 Product available as of 10/28/2025:: Yes Address: 113 Woodbine Street #2 City: Hazleton State: Pennsylvania Zip Code: 18202 Phone number: 570-914-9211 Website: www.ethospa.com,"Medical marijuana available beginning:: 12/18/20, Open on:: 12/18/20, Product available as of 10/28/2025:: Yes, Address: 113 Woodbine Street #2, City: Hazleton, State: Pennsylvania, Zip Code: 18202, Phone number: 570-914-9211, Website: www.ethospa.com",570-914-9211,,12/18/20,12/18/20,Yes,113 Woodbine Street #2,Hazleton,Pennsylvania,18202,570-914-9211,www.ethospa.com
Curaleaf - Harrisburg,,,Medical marijuana available beginning:: 1/29/21 Open on:: 1/29/21 Product available as of 10/28/2025:: Yes Address: 7040 Jonestown Road City: Harrisburg State: Pennsylvania Zip Code: 17112 Phone number: 717-996-9010 Website: https://curaleaf.com/shop/pennsylvania/curaleaf-pa-harrisburg/,"Medical marijuana available beginning:: 1/29/21, Open on:: 1/29/21, Product available as of 10/28/2025:: Yes, Address: 7040 Jonestown Road, City: Harrisburg, State: Pennsylvania, Zip Code: 17112, Phone number: 717-996-9010, Website: https://curaleaf.com/shop/pennsylvania/curaleaf-pa-harrisburg/",717-996-9010,https://curaleaf.com/shop/pennsylvania/curaleaf-pa-harrisburg/,1/29/21,1/29/21,Yes,7040 Jonestown Road,Harrisburg,Pennsylvania,17112,717-996-9010,https://curaleaf.com/shop/pennsylvania/curaleaf-pa-harrisburg/
RISE - Erie Peach,,,Medical marijuana available beginning:: 2/3/21 Open on:: 2/3/21 Product available as of 10/28/2025:: Yes Address: 1950 Rotunda Drive City: Erie State: Pennsylvania Zip Code: 16509 Phone number: 814-480-9432 Website: www.risedispensaries.com,"Medical marijuana available beginning:: 2/3/21, Open on:: 2/3/21, Product available as of 10/28/2025:: Yes, Address: 1950 Rotunda Drive, City: Erie, State: Pennsylvania, Zip Code: 16509, Phone number: 814-480-9432, Website: www.risedispensaries.com",814-480-9432,,2/3/21,2/3/21,Yes,1950 Rotunda Drive,Erie,Pennsylvania,16509,814-480-9432,www.risedispensaries.com
Harvest of Whitehall,,,Medical marijuana available beginning:: 2/9/21 Open on:: 3/11/21 Product available as of 10/28/2025:: Yes Address: 1809 MacArthur Rd City: Whitehall State: Pennsylvania Zip Code: 18052 Phone number: 445-465-7555 Website: www.harvesthoc.com,"Medical marijuana available beginning:: 2/9/21, Open on:: 3/11/21, Product available as of 10/28/2025:: Yes, Address: 1809 MacArthur Rd, City: Whitehall, State: Pennsylvania, Zip Code: 18052, Phone number: 445-465-7555, Website: www.harvesthoc.com",445-465-7555,,2/9/21,3/11/21,Yes,1809 MacArthur Rd,Whitehall,Pennsylvania,18052,445-465-7555,www.harvesthoc.com
Zen Leaf - Altoona,,,Medical marijuana available beginning:: 2/3/21 Open on:: 2/3/21 Product available as of 10/28/2025:: Yes Address: 590 W. Plank Road City: Altoona State: Pennsylvania Zip Code: 16602 Phone number: 814-499-6181 Website: https://zenleafdispensaries.com/dispensary/zen-leaf-altoona/,"Medical marijuana available beginning:: 2/3/21, Open on:: 2/3/21, Product available as of 10/28/2025:: Yes, Address: 590 W. Plank Road, City: Altoona, State: Pennsylvania, Zip Code: 16602, Phone number: 814-499-6181, Website: https://zenleafdispensaries.com/dispensary/zen-leaf-altoona/",814-499-6181,https://zenleafdispensaries.com/dispensary/zen-leaf-altoona/,2/3/21,2/3/21,Yes,590 W. Plank Road,Altoona,Pennsylvania,16602,814-499-6181,https://zenleafdispensaries.com/dispensary/zen-leaf-altoona/
Ayr Wellness - Plymouth Meeting,,,Medical marijuana available beginning:: 2/26/21 Open on:: 2/26/21 Product available as of 10/28/2025:: Yes Address: 505 W Germantown Pike City: Plymouth Meeting State: Pennsylvania Zip Code: 19462 Phone number: 610-814-7047 Website: www.ayr-wellness.com/dispensaries/pennsylvania,"Medical marijuana available beginning:: 2/26/21, Open on:: 2/26/21, Product available as of 10/28/2025:: Yes, Address: 505 W Germantown Pike, City: Plymouth Meeting, State: Pennsylvania, Zip Code: 19462, Phone number: 610-814-7047, Website: www.ayr-wellness.com/dispensaries/pennsylvania",610-814-7047,,2/26/21,2/26/21,Yes,505 W Germantown Pike,Plymouth Meeting,Pennsylvania,19462,610-814-7047,www.ayr-wellness.com/dispensaries/pennsylvania
Beyond Hello - Irwin,,,Medical marijuana available beginning:: 3/12/21 Open on:: 3/12/21 Product available as of 10/28/2025:: Yes Address: 9337 Lincoln Highway City: Irwin State: Pennsylvania Zip Code: 15642 Phone number: 724-382-7068 Website: www.beyond-hello.com,"Medical marijuana available beginning:: 3/12/21, Open on:: 3/12/21, Product available as of 10/28/2025:: Yes, Address: 9337 Lincoln Highway, City: Irwin, State: Pennsylvania, Zip Code: 15642, Phone number: 724-382-7068, Website: www.beyond-hello.com",724-382-7068,,3/12/21,3/12/21,Yes,9337 Lincoln Highway,Irwin,Pennsylvania,15642,724-382-7068,www.beyond-hello.com
Vytal Options - Lansdale,,,"Medical marijuana available beginning:: 3/29/21 Open on:: 3/29/21 Product available as of 10/28/2025:: Yes Address: 850 S. Valley Forge Road, Suite P City: Lansdale State: Pennsylvania Zip Code: 19446 Phone number: 267-498-0803 Website: www.vytaloptions.com","Medical marijuana available beginning:: 3/29/21, Open on:: 3/29/21, Product available as of 10/28/2025:: Yes, Address: 850 S. Valley Forge Road, Suite P, City: Lansdale, State: Pennsylvania, Zip Code: 19446, Phone number: 267-498-0803, Website: www.vytaloptions.com",267-498-0803,,3/29/21,3/29/21,Yes,"850 S. Valley Forge Road, Suite P",Lansdale,Pennsylvania,19446,267-498-0803,www.vytaloptions.com
RISE - Meadville,,,Medical marijuana available beginning:: 3/31/21 Open on:: 3/31/21 Product available as of 10/28/2025:: Yes Address: 18914 Park Avenue Plaza City: Meadville State: Pennsylvania Zip Code: 16335 Phone number: 814-900-4674 Website: www.risedispensaries.com,"Medical marijuana available beginning:: 3/31/21, Open on:: 3/31/21, Product available as of 10/28/2025:: Yes, Address: 18914 Park Avenue Plaza, City: Meadville, State: Pennsylvania, Zip Code: 16335, Phone number: 814-900-4674, Website: www.risedispensaries.com",814-900-4674,,3/31/21,3/31/21,Yes,18914 Park Avenue Plaza,Meadville,Pennsylvania,16335,814-900-4674,www.risedispensaries.com
Curaleaf - Horsham,,,Medical marijuana available beginning:: 4/6/21 Open on:: 4/6/21 Product available as of 10/28/2025:: Yes Address: 255 Horsham Road City: Horsham State: Pennsylvania Zip Code: 19044 Phone number: 267-631-0003 Website: www.curaleaf.com/shop/pennsylvania/curaleaf-pa-horsham/info,"Medical marijuana available beginning:: 4/6/21, Open on:: 4/6/21, Product available as of 10/28/2025:: Yes, Address: 255 Horsham Road, City: Horsham, State: Pennsylvania, Zip Code: 19044, Phone number: 267-631-0003, Website: www.curaleaf.com/shop/pennsylvania/curaleaf-pa-horsham/info",267-631-0003,,4/6/21,4/6/21,Yes,255 Horsham Road,Horsham,Pennsylvania,19044,267-631-0003,www.curaleaf.com/shop/pennsylvania/curaleaf-pa-horsham/info
Curaleaf - Philadelphia,,,Medical marijuana available beginning:: 4/6/21 Open on:: 4/6/21 Product available as of 10/28/2025:: Yes Address: 5058 City Avenue City: Philadelphia State: Pennsylvania Zip Code: 19131 Phone number: 610-934-2291 Website: www.curaleaf.com/shop/pennsylvania/curaleaf-pa-philadelphia-city-ave,"Medical marijuana available beginning:: 4/6/21, Open on:: 4/6/21, Product available as of 10/28/2025:: Yes, Address: 5058 City Avenue, City: Philadelphia, State: Pennsylvania, Zip Code: 19131, Phone number: 610-934-2291, Website: www.curaleaf.com/shop/pennsylvania/curaleaf-pa-philadelphia-city-ave",610-934-2291,,4/6/21,4/6/21,Yes,5058 City Avenue,Philadelphia,Pennsylvania,19131,610-934-2291,www.curaleaf.com/shop/pennsylvania/curaleaf-pa-philadelphia-city-ave
Liberty - Cranberry,,,"Medical marijuana available beginning:: 4/6/21 Open on:: 4/15/21 Product available as of 10/28/2025:: Yes Address: 900 Commonwealth Drive, Suite 500 City: Cranberry Township State: Pennsylvania Zip Code: 16066 Phone number: 878-208-7299 Website: www.libertydispensarypa.com","Medical marijuana available beginning:: 4/6/21, Open on:: 4/15/21, Product available as of 10/28/2025:: Yes, Address: 900 Commonwealth Drive, Suite 500, City: Cranberry Township, State: Pennsylvania, Zip Code: 16066, Phone number: 878-208-7299, Website: www.libertydispensarypa.com",878-208-7299,,4/6/21,4/15/21,Yes,"900 Commonwealth Drive, Suite 500",Cranberry Township,Pennsylvania,16066,878-208-7299,www.libertydispensarypa.com
Verilife - Williamsport,,,Medical marijuana available beginning:: 4/12/21 Open on:: 4/12/21 Product available as of 10/28/2025:: Yes Address: 2300 E. 3rd Street City: Williamsport State: Pennsylvania Zip Code: 17701 Phone number: 570-260-6907 Website: www.verilife.com/pa,"Medical marijuana available beginning:: 4/12/21, Open on:: 4/12/21, Product available as of 10/28/2025:: Yes, Address: 2300 E. 3rd Street, City: Williamsport, State: Pennsylvania, Zip Code: 17701, Phone number: 570-260-6907, Website: www.verilife.com/pa",570-260-6907,,4/12/21,4/12/21,Yes,2300 E. 3rd Street,Williamsport,Pennsylvania,17701,570-260-6907,www.verilife.com/pa
Bloc Dispensary - Bethlehem,,,Medical marijuana available beginning:: 4/29/21 Open on:: 4/29/21 Product available as of 10/28/2025:: Yes Address: 3650 Nazareth Pike City: Bethlehem State: Pennsylvania Zip Code: 18020 Phone number: 484-214-5400 Website: www.blocdispensary.com,"Medical marijuana available beginning:: 4/29/21, Open on:: 4/29/21, Product available as of 10/28/2025:: Yes, Address: 3650 Nazareth Pike, City: Bethlehem, State: Pennsylvania, Zip Code: 18020, Phone number: 484-214-5400, Website: www.blocdispensary.com",484-214-5400,,4/29/21,4/29/21,Yes,3650 Nazareth Pike,Bethlehem,Pennsylvania,18020,484-214-5400,www.blocdispensary.com
Sunnyside - Montgomery,,,Medical marijuana available beginning:: 5/1/21 Open on:: 5/1/21 Product available as of 10/28/2025:: Yes Address: 721 Bethlehem Pike City: Montgomeryville State: Pennsylvania Zip Code: 18936 Phone number: 267-263-7770 Website: https://www.sunnyside.shop/,"Medical marijuana available beginning:: 5/1/21, Open on:: 5/1/21, Product available as of 10/28/2025:: Yes, Address: 721 Bethlehem Pike, City: Montgomeryville, State: Pennsylvania, Zip Code: 18936, Phone number: 267-263-7770, Website: https://www.sunnyside.shop/",267-263-7770,https://www.sunnyside.shop/,5/1/21,5/1/21,Yes,721 Bethlehem Pike,Montgomeryville,Pennsylvania,18936,267-263-7770,https://www.sunnyside.shop/
Ethos - Pittsburgh South (Pleasant Hills),,,Medical marijuana available beginning:: 5/19/21 Open on:: 5/19/21 Product available as of 10/28/2025:: Yes Address: 560 Clairton Boulevard City: Pittsburgh State: Pennsylvania Zip Code: 15236 Phone number: 412-790-6194 Website: www.ethospa.com,"Medical marijuana available beginning:: 5/19/21, Open on:: 5/19/21, Product available as of 10/28/2025:: Yes, Address: 560 Clairton Boulevard, City: Pittsburgh, State: Pennsylvania, Zip Code: 15236, Phone number: 412-790-6194, Website: www.ethospa.com",412-790-6194,,5/19/21,5/19/21,Yes,560 Clairton Boulevard,Pittsburgh,Pennsylvania,15236,412-790-6194,www.ethospa.com
Trulieve - York,,,"Medical marijuana available beginning:: 5/26/21 Open on:: 5/26/21 Product available as of 10/28/2025:: Yes Address: 2300 E Market Street, Suite L City: York State: Pennsylvania Zip Code: 17402 Phone number: 717-900-9360 Website: https://www.trulieve.com/","Medical marijuana available beginning:: 5/26/21, Open on:: 5/26/21, Product available as of 10/28/2025:: Yes, Address: 2300 E Market Street, Suite L, City: York, State: Pennsylvania, Zip Code: 17402, Phone number: 717-900-9360, Website: https://www.trulieve.com/",717-900-9360,https://www.trulieve.com/,5/26/21,5/26/21,Yes,"2300 E Market Street, Suite L",York,Pennsylvania,17402,717-900-9360,https://www.trulieve.com/
Restore Integrative Wellness Center - East Petersburg,,,Medical marijuana available beginning:: 6/7/21 Open on:: 6/7/21 Product available as of 10/28/2025:: Yes Address: 5471 Main Street City: East Petersburg State: Pennsylvania Zip Code: 17520 Phone number: 717-209-7430 Website: www.restoreiwc.com,"Medical marijuana available beginning:: 6/7/21, Open on:: 6/7/21, Product available as of 10/28/2025:: Yes, Address: 5471 Main Street, City: East Petersburg, State: Pennsylvania, Zip Code: 17520, Phone number: 717-209-7430, Website: www.restoreiwc.com",717-209-7430,,6/7/21,6/7/21,Yes,5471 Main Street,East Petersburg,Pennsylvania,17520,717-209-7430,www.restoreiwc.com
Beyond/Hello - Easton,,,Medical marijuana available beginning:: 6/11/21 Open on:: 6/11/21 Product available as of 10/28/2025:: Yes Address: 3812 Easton Nazareth Highway City: Easton State: Pennsylvania Zip Code: 18045 Phone number: 610-829-9799 Website: www.beyond-hello.com,"Medical marijuana available beginning:: 6/11/21, Open on:: 6/11/21, Product available as of 10/28/2025:: Yes, Address: 3812 Easton Nazareth Highway, City: Easton, State: Pennsylvania, Zip Code: 18045, Phone number: 610-829-9799, Website: www.beyond-hello.com",610-829-9799,,6/11/21,6/11/21,Yes,3812 Easton Nazareth Highway,Easton,Pennsylvania,18045,610-829-9799,www.beyond-hello.com
Ayr Wellness - Gibsonia,,,Medical marijuana available beginning:: 6/21/21 Open on:: 6/21/21 Product available as of 10/28/2025:: Yes Address: 112 Northtowne Sq City: Gibsonia State: Pennsylvania Zip Code: 15044 Phone number: 878-728-1001 Website: www.ayrwellnessdispensary.com,"Medical marijuana available beginning:: 6/21/21, Open on:: 6/21/21, Product available as of 10/28/2025:: Yes, Address: 112 Northtowne Sq, City: Gibsonia, State: Pennsylvania, Zip Code: 15044, Phone number: 878-728-1001, Website: www.ayrwellnessdispensary.com",878-728-1001,,6/21/21,6/21/21,Yes,112 Northtowne Sq,Gibsonia,Pennsylvania,15044,878-728-1001,www.ayrwellnessdispensary.com
Sunnyside - Philadelphia,,,Medical marijuana available beginning:: 6/21/21 Open on:: 6/21/21 Product available as of 10/28/2025:: Yes Address: 1221 Chestnut Street City: Philadelphia State: Pennsylvania Zip Code: 19107 Phone number: 267-857-4240 Website: www.sunnyside.shop,"Medical marijuana available beginning:: 6/21/21, Open on:: 6/21/21, Product available as of 10/28/2025:: Yes, Address: 1221 Chestnut Street, City: Philadelphia, State: Pennsylvania, Zip Code: 19107, Phone number: 267-857-4240, Website: www.sunnyside.shop",267-857-4240,,6/21/21,6/21/21,Yes,1221 Chestnut Street,Philadelphia,Pennsylvania,19107,267-857-4240,www.sunnyside.shop
Ethos - Notheast Philadelphia,,,Medical marijuana available beginning:: 6/30/21 Open on:: 6/30/21 Product available as of 10/28/2025:: Yes Address: 2467 Grant Avenue City: Philadelphia State: Pennsylvania Zip Code: 19114 Phone number: 267-857-9397 Website: www.ethospa.com,"Medical marijuana available beginning:: 6/30/21, Open on:: 6/30/21, Product available as of 10/28/2025:: Yes, Address: 2467 Grant Avenue, City: Philadelphia, State: Pennsylvania, Zip Code: 19114, Phone number: 267-857-9397, Website: www.ethospa.com",267-857-9397,,6/30/21,6/30/21,Yes,2467 Grant Avenue,Philadelphia,Pennsylvania,19114,267-857-9397,www.ethospa.com
Zen Leaf - Philadelphia,,,Medical marijuana available beginning:: 7/21/21 Open on:: 7/21/21 Product available as of 10/28/2025:: Yes Address: 2504 Welsh Road City: Philadelphia State: Pennsylvania Zip Code: 19152 Phone number: 267-585-5700 Website: www.zenleafdispensaries.com,"Medical marijuana available beginning:: 7/21/21, Open on:: 7/21/21, Product available as of 10/28/2025:: Yes, Address: 2504 Welsh Road, City: Philadelphia, State: Pennsylvania, Zip Code: 19152, Phone number: 267-585-5700, Website: www.zenleafdispensaries.com",267-585-5700,,7/21/21,7/21/21,Yes,2504 Welsh Road,Philadelphia,Pennsylvania,19152,267-585-5700,www.zenleafdispensaries.com
Zen Leaf - Robinson,,,Medical marijuana available beginning:: 7/29/21 Open on:: 7/29/21 Product available as of 10/28/2025:: Yes Address: 6300 Robinson Center Dr. City: Robinson State: Pennsylvania Zip Code: 15205 Phone number: 412-615-4990 Website: www.thehealingresearchcenterusa.com,"Medical marijuana available beginning:: 7/29/21, Open on:: 7/29/21, Product available as of 10/28/2025:: Yes, Address: 6300 Robinson Center Dr., City: Robinson, State: Pennsylvania, Zip Code: 15205, Phone number: 412-615-4990, Website: www.thehealingresearchcenterusa.com",412-615-4990,,7/29/21,7/29/21,Yes,6300 Robinson Center Dr.,Robinson,Pennsylvania,15205,412-615-4990,www.thehealingresearchcenterusa.com
RISE - Warminster,,,Medical marijuana available beginning:: 8/10/21 Open on:: 8/10/21 Product available as of 10/28/2025:: Yes Address: 435 York Rd. City: Warminster State: Pennsylvania Zip Code: 18974 Phone number: 267-682-5652 Website: www.risedispensaries.com,"Medical marijuana available beginning:: 8/10/21, Open on:: 8/10/21, Product available as of 10/28/2025:: Yes, Address: 435 York Rd., City: Warminster, State: Pennsylvania, Zip Code: 18974, Phone number: 267-682-5652, Website: www.risedispensaries.com",267-682-5652,,8/10/21,8/10/21,Yes,435 York Rd.,Warminster,Pennsylvania,18974,267-682-5652,www.risedispensaries.com
Fluent Care - Mechanicburg,,,Medical marijuana available beginning:: 8/19/21 Open on:: 8/19/21 Product available as of 10/28/2025:: Yes Address: 6200 Carlise Pike City: Mechanicsburg State: Pennsylvania Zip Code: 17050 Phone number: 717-610-5911 Website: www.getfluent.com,"Medical marijuana available beginning:: 8/19/21, Open on:: 8/19/21, Product available as of 10/28/2025:: Yes, Address: 6200 Carlise Pike, City: Mechanicsburg, State: Pennsylvania, Zip Code: 17050, Phone number: 717-610-5911, Website: www.getfluent.com",717-610-5911,,8/19/21,8/19/21,Yes,6200 Carlise Pike,Mechanicsburg,Pennsylvania,17050,717-610-5911,www.getfluent.com
Trulieve - Philadelphia,,,Medical marijuana available beginning:: 8/19/21 Open on:: 8/19/21 Product available as of 10/28/2025:: Yes Address: 501-505 S. Broad St. City: Philadelphia State: Pennsylvania Zip Code: 19147 Phone number: 267-946-0004 Website: https://www.trulieve.com/,"Medical marijuana available beginning:: 8/19/21, Open on:: 8/19/21, Product available as of 10/28/2025:: Yes, Address: 501-505 S. Broad St., City: Philadelphia, State: Pennsylvania, Zip Code: 19147, Phone number: 267-946-0004, Website: https://www.trulieve.com/",267-946-0004,https://www.trulieve.com/,8/19/21,8/19/21,Yes,501-505 S. Broad St.,Philadelphia,Pennsylvania,19147,267-946-0004,https://www.trulieve.com/
Beyond Hello - Philadelphia,,,Medical marijuana available beginning:: 8/31/21 Open on:: 8/31/21 Product available as of 10/28/2025:: Yes Address: 3519 Lancaster Ave. City: Philadelphia State: Pennsylvania Zip Code: 19104 Phone number: 445-895-1999 Website: www.beyond-hello.com,"Medical marijuana available beginning:: 8/31/21, Open on:: 8/31/21, Product available as of 10/28/2025:: Yes, Address: 3519 Lancaster Ave., City: Philadelphia, State: Pennsylvania, Zip Code: 19104, Phone number: 445-895-1999, Website: www.beyond-hello.com",445-895-1999,,8/31/21,8/31/21,Yes,3519 Lancaster Ave.,Philadelphia,Pennsylvania,19104,445-895-1999,www.beyond-hello.com
Vytal Options - Fogelsville,,,Medical marijuana available beginning:: 9/27/21 Open on:: 9/27/21 Product available as of 10/28/2025:: Yes Address: 7720 Main St. City: Fogelsville State: Pennsylvania Zip Code: 18051 Phone number: 484-214-4440 Website: www.vytaloptions.com,"Medical marijuana available beginning:: 9/27/21, Open on:: 9/27/21, Product available as of 10/28/2025:: Yes, Address: 7720 Main St., City: Fogelsville, State: Pennsylvania, Zip Code: 18051, Phone number: 484-214-4440, Website: www.vytaloptions.com",484-214-4440,,9/27/21,9/27/21,Yes,7720 Main St.,Fogelsville,Pennsylvania,18051,484-214-4440,www.vytaloptions.com
Trulieve - Pittsburgh,,,Medical marijuana available beginning:: 10/21/21 Open on:: 10/21/21 Product available as of 10/28/2025:: Yes Address: 200 Federal St. City: Pittsburgh State: Pennsylvania Zip Code: 15212 Phone number: 412-912-9050 Website: https://www.trulieve.com/,"Medical marijuana available beginning:: 10/21/21, Open on:: 10/21/21, Product available as of 10/28/2025:: Yes, Address: 200 Federal St., City: Pittsburgh, State: Pennsylvania, Zip Code: 15212, Phone number: 412-912-9050, Website: https://www.trulieve.com/",412-912-9050,https://www.trulieve.com/,10/21/21,10/21/21,Yes,200 Federal St.,Pittsburgh,Pennsylvania,15212,412-912-9050,https://www.trulieve.com/
Sunnyside - Wyomissing,,,"Medical marijuana available beginning:: 10/22/21 Open on:: 10/22/21 Product available as of 10/28/2025:: Yes Address: 208 N. Park Rd., Unit 1 City: Wyomissing State: Pennsylvania Zip Code: 19610 Phone number: 720-443-9144 Website: www.sunnyside.shop","Medical marijuana available beginning:: 10/22/21, Open on:: 10/22/21, Product available as of 10/28/2025:: Yes, Address: 208 N. Park Rd., Unit 1, City: Wyomissing, State: Pennsylvania, Zip Code: 19610, Phone number: 720-443-9144, Website: www.sunnyside.shop",720-443-9144,,10/22/21,10/22/21,Yes,"208 N. Park Rd., Unit 1",Wyomissing,Pennsylvania,19610,720-443-9144,www.sunnyside.shop
Beyond Hello - Stroudsburg,,,Medical marijuana available beginning:: 10/27/21 Open on:: 10/27/21 Product available as of 10/28/2025:: Yes Address: 852 N. 9th St. City: Stroudsburg State: Pennsylvania Zip Code: 18360 Phone number: 272-271-2999 Website: www.beyond-hello.com,"Medical marijuana available beginning:: 10/27/21, Open on:: 10/27/21, Product available as of 10/28/2025:: Yes, Address: 852 N. 9th St., City: Stroudsburg, State: Pennsylvania, Zip Code: 18360, Phone number: 272-271-2999, Website: www.beyond-hello.com",272-271-2999,,10/27/21,10/27/21,Yes,852 N. 9th St.,Stroudsburg,Pennsylvania,18360,272-271-2999,www.beyond-hello.com
