Priority,Score,State,Business Name,DBA,Segment,City,Address,Zip,Website,Contact Name,Email,Phone,Outreach Status,Notes,Last Contacted,Next Step
Medium,3,CT,"CT BGP, LLC",BUDR CANNABIS,Small Chain (2-5),UNCASVILLE,887 NORWICH NEW LONDON TPKE,06382-1917,https://www.shopbotanist.com/locations/montville/,,,,Not Started,,,
Medium,3,CT,"CT BGP, LLC",BUDR CANNABIS,Small Chain (2-5),VERNON ROCKVILLE,234 TALCOTTVILLE RD,06066-4617,https://www.primewellnessofct.com/,,,,Not Started,,,
Medium,3,CT,SHANGRI-LA CT INC,SHANGRI-LA CT INC,Small Chain (2-5),WATERBURY,53 INTERSTATE LN,06705-2658,,,,,Not Started,,,
Medium,3,CT,BUDR HOLDING 2 LLC,BUDR CANNABIS,Small Chain (2-5),WEST HARTFORD,1037 BOULEVARD,6119,,,,,Not Started,,,
Low,1,NY,RISE Dispensary East Syracuse,,MSO,East Syracuse,6701 Manlius Center Rd,13057,https://risecannabis.com/dispensaries/new-york/east-syracuse/,,,,Not Started,,,
Low,1,NY,Verilife East Syracuse,,MSO,East Syracuse,"5841 Bridge St, Ste 100",13057,https://www.verilife.com/ny/locations/east-syracuse,,,,Not Started,,,
Low,1,NY,Curaleaf Queens,,MSO,Forest Hills,107-18 70th Rd,11375,https://curaleaf.com,,,,Not Started,,,
Low,1,NY,RISE Dispensary Halfmoon,,MSO,Halfmoon,1675 Route 9,12065,https://risecannabis.com,,,,Not Started,,,
Low,1,NY,Brookie's Cookies (Microbusiness),,MSO,Holland Patent,8890 Thompson Rd,13354,https://twinacresestatesinc.com,,,,Not Started,,,
Low,1,NY,Etain Kingston,,MSO,Kingston,445 State Route 28,12401,https://www.etain.com,,,,Not Started,,,
Low,1,NY,Verilife Albany,,MSO,Latham,2 Wade Rd,12110,https://www.verilife.com/ny,,,,Not Started,,,
Low,1,NY,Etain Manhattan,,MSO,New York,242 East 58th St,10022,https://www.etain.com,,,,Not Started,,,
Low,1,NY,"Curaleaf NY, LLC",,MSO,Newburgh,8 North Plank Rd,12550,https://curaleaf.com/dispensary/new-york,,,,Not Started,,,
Low,1,NY,Beechnut Ridge Enterprises LLC (dba The Grass Hole Cannabis),,MSO,Plattsburgh,779 State Route 3,12901,https://thegrasshole.com,,,,Not Started,,,
Low,1,NY,Curaleaf Plattsburgh,,MSO,Plattsburgh,345 Cornelia St,12901,https://curaleaf.com,,,,Not Started,,,
Low,1,NY,"Fiorello Pharmaceuticals, Inc. (dba RISE)",,MSO,Rochester,556 Jefferson Rd,14623,https://risecannabis.com/dispensary-locations/new-york,,,,Not Started,,,
Low,1,NY,Etain,,MSO,White Plains,75 Mamaroneck Ave,10601,https://etainhealth.com/,,,,Not Started,,,
Low,1,NJ,MPX NJ,,MSO,"Atlantic City, Sicklerville, Pennsauken, Pleasantville",,,,,,,Not Started,,,
Low,1,NJ,Curaleaf,,MSO,"Bellmawr, Bordentown, Edgewater Park, Winslow",,,,,,,Not Started,,,
Low,1,NJ,GTI New Jersey/RISE,,MSO,"Bloomfield, Hackettstown, Paramus, Paterson",,,,,,,Not Started,,,
Low,1,NJ,GTI New Jersey/RISE,,MSO,"Bloomfield, Hackettstown, Paterson",,,,,,,Not Started,,,
Low,1,NJ,TerrAscend NJ/Apothecarium,,MSO,"Boonton, Lodi, Maplewood, Phillipsburg",,,,,,,Not Started,,,
Low,1,NJ,Verano NJ/Zen Leaf,,MSO,"Branchburg, Elizabeth, Lawrence Township, Neptune",,,,,,,Not Started,,,
Low,1,NJ,Sweetspot Dispensary Mt Olive,,MSO,Budd Lake,,,,,,,Not Started,,,
Low,1,NJ,Acreage CCF NJ/The Botanist,,MSO,"Collingswood, Egg Harbor Township, Williamstown",,,,,,,Not Started,,,
Low,1,NJ,Columbia Care NJ/The Cannabist,,MSO,"Deptford, Vineland, Mays Landing",,,,,,,Not Started,,,
Low,1,NJ,Curaleaf,,MSO,"Edgewater Park, Bordentown, Bellmawr, Winslow Township",,,,,,,Not Started,,,
Low,1,NJ,Acreage CCF NJ/The Botanist,,MSO,"Egg Harbor Township, Collingswood, Williamstown",,,,,,,Not Started,,,
Low,1,NJ,Ascend New Jersey,,MSO,"Fort Lee, Franklin, Rochelle Park, Wharton",,,,,,,Not Started,,,
Low,1,NJ,Ascend,,MSO,"Franklin Borough, Fort Lee, Rochelle Park, Wharton",,,,,,,Not Started,,,
Low,1,NJ,Cookies Harrison,,MSO,Harrison,,,,,,,Not Started,,,
Low,1,NJ,High Profile Lakehurst,,MSO,Lakehurst,,,,,,,Not Started,,,
Low,1,NJ,Verano NJ/Zen Leaf,,MSO,"Lawrence Township, Elizabeth, Neptune, Branchburg",,,,,,,Not Started,,,
Low,1,NJ,Zen Leaf Mount Holly,,MSO,Mount Holly,,,,,,,Not Started,,,
Low,1,NJ,TerrAscend NJ/Apothecarium,,MSO,"Phillipsburg, Maplewood, Lodi, Boonton",,,,,,,Not Started,,,
Low,1,NJ,MPX NJ,,MSO,"Pleasantville, Atlantic City, Sicklerville, Pennsauken",,,,,,,Not Started,,,
Low,1,NJ,Sweetspot River Edge,,MSO,River Edge,,,,,,,Not Started,,,
Low,1,NJ,High Profile Cannabis Shop Somerdale,,MSO,Somerdale,,,,,,,Not Started,,,
Low,1,NJ,Columbia Care NJ/The Cannabist,,MSO,"Vineland, Deptford, Mays Landing",,,,,,,Not Started,,,
Low,1,NJ,Sweetspot,,MSO,Voorhees,,,,,,,Not Started,,,
Low,1,NJ,Sweetspot,,MSO,Voorhees,,,,,,,Not Started,,,
Low,1,CT,WILLOW BROOK WELLNESS LLC,ZEN LEAF MERIDEN,MSO,Ashford,55 Nott Highway,6278,https://zenleafdispensaries.com,,,,Not Started,,,
Low,1,CT,"BLUEPOINT APOTHECARY, LLC",RISE,MSO,BRANFORD,471 E MAIN ST,06405-2961,https://www.bluepointwellnessct.com/,,,,Not Started,,,
Low,1,CT,TRULIEVE BRISTOL INC,TRULIEVE CANNABIS DISPENSARY,MSO,BRISTOL,820 FARMINGTON AVE,06010-3921,https://www.trulieve.com/dispensaries/bristol-ct,,,,Not Started,,,
Low,1,CT,SLAP ASH RETAIL II LLC,HIGH PROFILE CANNABIS SHOP,MSO,Canton,195 Albany Turnpike,6019,,,,,Not Started,,,
Low,1,CT,WILLOW BROOK WELLNESS LLC,ZEN LEAF MERIDEN,MSO,ENFIELD,98 ELM ST,06082-3732,https://zenleafdispensaries.com,,,,Not Started,,,
Low,1,CT,CURALEAF GROTON LLC,CURALEAF GROTON LLC,MSO,GROTON,79 GOLD STAR HWY,06340-3429,https://ct.curaleaf.com/shop/curaleaf-ct-groton,,,,Not Started,,,
Low,1,CT,CURALEAF HARTFORD INC,CURALEAF HARTFORD INC,MSO,HARTFORD,92 WESTON ST,06120-1510,https://ct.curaleaf.com/shop/curaleaf-ct-hartford,,,,Not Started,,,
Low,1,CT,SLAP ASH RETAIL I LLC,HIGH PROFILE CANNABIS SHOP,MSO,Hamden,2607 Whitney Ave,6518,,,,,Not Started,,,
Low,1,CT,CURALEAF MILFORD INC,CURALEAF MILFORD INC,MSO,MANCHESTER,240 BUCKLAND ST,06042-1604,https://ct.curaleaf.com/shop/curaleaf-ct-milford,,,,Not Started,,,
Low,1,CT,WILLOW BROOK WELLNESS LLC,ZEN LEAF MERIDEN,MSO,MERIDEN,1371 E MAIN ST,06450-4869,https://zenleafdispensaries.com,,,,Not Started,,,
Low,1,CT,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,ZEN LEAF,MSO,NEWINGTON,2903 BERLIN TPKE,06111-4115,,,,,Not Started,,,
Low,1,CT,CARING NATURE LLC,ZEN LEAF,MSO,Naugatuck,585 South Main Street,6770,https://zenleafdispensaries.com/locations/waterbury/,,,,Not Started,,,
Low,1,CT,ACREAGE CONNECTICUT RETAIL JV LLC,LIT NEW HAVEN,MSO,New Haven,169 East St,6511,,,,,Not Started,,,
Low,1,CT,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,ZEN LEAF,MSO,Norwich,606 West Main Street,6360,,,,,Not Started,,,
Low,1,CT,CURALEAF STAMFORD INC,CURALEAF STAMFORD INC,MSO,STAMFORD,814 E MAIN ST,06902-3832,https://ct.curaleaf.com/shop/curaleaf-ct-stamford,,,,Not Started,,,
Low,1,CT,STAMFORD DISPENSARY LLC,SWEETSPOT DISPENSARY,MSO,Stamford,111 High Ridge Road,6905,,,,,Not Started,,,
Low,1,CT,CARING NATURE LLC,ZEN LEAF,MSO,WATERBURY,237 E AURORA ST,06708-2044,https://zenleafdispensaries.com/locations/waterbury/,,,,Not Started,,,
Low,1,CT,SWEETSPOT WEST HARTFORD LLC,SWEETSPOT WEST HARTFORD LLC,MSO,West Hartford,2 Park Road,6119,,,,,Not Started,,,
